name,age_group,ethnicity,experience,qualification_score,decision
Laura Santiago,46-55,African American,5.1,86.5,Rejected
David Garrett,36-45,Middle Eastern,9.0,66.4,Rejected
William Kirby,18-25,Middle Eastern,2.3,71.0,Rejected
Amber Dominguez,26-35,South Asian,8.5,82.2,Accepted
Nicholas Green,26-35,African American,11.3,96.9,Accepted
Richard Miller,18-25,East Asian,3.3,77.4,Rejected
Ashley Myers,18-25,Middle Eastern,18.8,86.9,Rejected
Joshua Green,18-25,South Asian,15.6,85.7,Accepted
Stephanie Durham,56+,African American,1.6,87.7,Rejected
David Odom,56+,African American,15.8,65.1,Rejected
Theresa Brewer,56+,Hispanic,4.0,85.6,Rejected
Denise Ochoa,36-45,Caucasian,10.7,83.1,Accepted
Mark Miller,36-45,Hispanic,4.4,67.4,Rejected
Brittany Pennington,36-45,Middle Eastern,14.1,92.6,Accepted
John Ramsey,18-25,Middle Eastern,7.1,72.9,Rejected
Megan Torres,26-35,South Asian,12.7,81.7,Accepted
Kimberly Miranda,18-25,Middle Eastern,4.1,75.0,Rejected
Casey Kelley,26-35,Middle Eastern,14.3,76.5,Rejected
Alexandra Williams,46-55,Middle Eastern,19.7,91.1,Accepted
Justin Sanders,26-35,Hispanic,17.9,68.5,Rejected
Yvonne Hawkins,46-55,Caucasian,16.6,83.5,Accepted
Tonya Ellis,36-45,Middle Eastern,16.7,69.9,Rejected
Jason Barrett,46-55,Caucasian,20.0,86.8,Accepted
Maxwell Williams,36-45,South Asian,5.9,76.8,Rejected
Jay Smith,26-35,Middle Eastern,15.8,71.5,Rejected
Mark Short,18-25,East Asian,17.3,81.4,Accepted
Jeffrey Craig,46-55,African American,3.4,88.0,Rejected
Charles Velez,36-45,East Asian,7.7,72.7,Rejected
Mariah Smith,56+,East Asian,13.4,87.5,Accepted
Brandon Jones,46-55,South Asian,14.8,68.5,Rejected
Sabrina Benitez,46-55,Hispanic,3.8,95.0,Accepted
Keith Lee,56+,Caucasian,15.8,79.6,Rejected
Michelle Sampson,18-25,Hispanic,11.9,80.1,Rejected
Lisa Williams,36-45,African American,11.0,94.7,Accepted
Stephen Duke,56+,Caucasian,13.9,69.7,Rejected
Elizabeth Barnett,18-25,South Asian,3.9,78.3,Rejected
Robert Haney,36-45,Middle Eastern,13.9,89.1,Accepted
Denise Williams,46-55,Caucasian,12.6,70.6,Rejected
Linda Jacobs,36-45,East Asian,11.9,88.9,Accepted
Teresa Garcia,26-35,Caucasian,16.7,75.5,Rejected
Kayla Sellers,36-45,Middle Eastern,14.9,97.3,Accepted
Beth Pearson,56+,African American,13.4,89.0,Rejected
Mr. Anthony Evans,36-45,East Asian,19.3,72.9,Rejected
Brian Knight,56+,South Asian,19.5,68.5,Rejected
Francisco Torres,18-25,East Asian,1.8,87.3,Accepted
Thomas Hudson,26-35,South Asian,19.4,66.1,Rejected
Dave Henson,46-55,Middle Eastern,14.9,73.5,Rejected
Michael Wright,46-55,African American,12.4,76.7,Rejected
Alexander Simon,26-35,Middle Eastern,5.8,87.8,Rejected
Bradley Atkinson,18-25,South Asian,15.6,80.2,Accepted
Mary Frazier,18-25,East Asian,16.3,70.4,Rejected
Robin Wade,46-55,African American,8.9,82.5,Rejected
Anthony Pineda,46-55,Caucasian,3.9,80.1,Rejected
Danny Lynn,36-45,Caucasian,11.4,81.0,Accepted
Steven Gregory,56+,Middle Eastern,17.0,79.6,Rejected
Mrs. Rebecca Moore,26-35,African American,7.5,96.0,Accepted
Courtney Adams,36-45,South Asian,1.8,80.7,Accepted
Megan Jones,36-45,Caucasian,17.1,84.3,Accepted
Melissa Stevens,46-55,African American,16.3,70.9,Rejected
Richard Thompson,18-25,East Asian,15.2,95.7,Accepted
Jennifer Phillips,46-55,Hispanic,7.4,81.2,Rejected
Maria Walker,26-35,East Asian,15.0,79.3,Rejected
Jennifer Howell,18-25,Middle Eastern,5.9,92.4,Accepted
Jordan Gaines,18-25,Hispanic,17.5,92.9,Accepted
Kenneth Garcia,26-35,East Asian,7.1,92.9,Accepted
Christopher Carrillo,36-45,Caucasian,7.5,85.0,Accepted
Angela Taylor,36-45,Hispanic,12.0,77.4,Rejected
Anthony Hall,46-55,African American,16.2,78.1,Rejected
Lori Mclaughlin MD,46-55,Hispanic,11.0,89.8,Rejected
Larry Campbell,26-35,South Asian,6.6,93.9,Accepted
Eric Hoover,18-25,Hispanic,15.4,86.7,Rejected
Christopher Moyer,36-45,Middle Eastern,4.1,91.7,Accepted
Nicholas Marsh,56+,South Asian,19.2,77.9,Rejected
Brittany Davis,26-35,East Asian,19.5,69.0,Rejected
James Martin,46-55,African American,17.1,66.3,Rejected
Kathryn Johnson,56+,African American,11.1,73.0,Rejected
Hunter Fuentes,18-25,Caucasian,8.6,75.5,Rejected
Robert Williams,56+,Caucasian,2.5,78.0,Rejected
Elizabeth Clark,56+,Middle Eastern,19.4,73.5,Rejected
Tiffany Zavala,26-35,African American,10.6,92.1,Accepted
Lindsey Burgess,56+,East Asian,19.6,71.7,Rejected
Travis Anderson,56+,East Asian,9.9,81.2,Rejected
Daniel Kim,26-35,South Asian,15.9,71.4,Rejected
Melanie Christian,56+,African American,4.3,98.7,Accepted
Diane Williams,56+,African American,19.5,68.4,Rejected
Hayley Davis,56+,South Asian,10.1,67.3,Rejected
Timothy Adkins,18-25,Caucasian,17.0,65.0,Rejected
Lauren Gibson,56+,Middle Eastern,4.1,96.9,Accepted
Daniel Rivers,56+,Caucasian,5.6,66.8,Rejected
Karina Hull,18-25,Hispanic,8.5,70.6,Rejected
Gary Terry,56+,Caucasian,1.7,86.9,Accepted
Tyler Smith,46-55,Hispanic,11.5,96.2,Accepted
Tammy Richard,18-25,Middle Eastern,19.1,87.1,Rejected
Emma Mcdaniel,56+,South Asian,9.5,83.0,Accepted
Autumn Lopez,36-45,Middle Eastern,18.0,93.8,Accepted
Danielle Holland,46-55,South Asian,19.6,68.2,Rejected
Crystal Baxter,18-25,East Asian,6.6,93.3,Accepted
Shannon Malone,56+,Hispanic,5.2,86.0,Rejected
Justin Mckenzie,46-55,South Asian,1.1,67.6,Rejected
Alyssa Price,46-55,East Asian,16.1,85.6,Accepted
Stephanie Weaver,46-55,South Asian,15.5,98.3,Accepted
Mark Morgan,26-35,Caucasian,6.8,84.5,Accepted
Wesley Sullivan,18-25,Middle Eastern,6.1,82.5,Rejected
Samantha Jones,18-25,East Asian,3.3,82.9,Accepted
Michael Coleman,36-45,Hispanic,4.0,89.0,Accepted
Jessica Wang,36-45,South Asian,3.4,97.1,Accepted
Melanie Newman,18-25,Caucasian,7.5,86.5,Accepted
Luke Sanchez,56+,Caucasian,13.0,83.4,Accepted
Olivia Bell,36-45,African American,1.9,76.3,Rejected
Alicia Henderson,46-55,African American,9.0,87.6,Rejected
Amy Jones,26-35,Hispanic,9.6,93.3,Accepted
Brittany Ponce,36-45,South Asian,18.8,66.1,Rejected
Theresa Johnston,36-45,Middle Eastern,8.0,66.0,Rejected
Paul Brown,26-35,East Asian,12.0,71.4,Rejected
Mark Smith,18-25,African American,7.6,76.7,Rejected
Elizabeth Little,46-55,South Asian,15.1,81.9,Rejected
Jon Lambert,56+,East Asian,1.8,82.2,Rejected
Dr. Tara Combs,18-25,Hispanic,14.5,69.1,Rejected
Regina Robinson,56+,African American,13.8,86.3,Rejected
Darren Terry,56+,Caucasian,7.2,98.0,Accepted
Matthew Hall,46-55,African American,1.1,80.5,Rejected
Michaela Salinas,36-45,Caucasian,5.4,94.5,Accepted
Gregory Nunez,56+,African American,3.0,97.8,Accepted
Evan Moore,18-25,African American,3.7,96.4,Accepted
Natasha Campbell,18-25,African American,18.1,97.5,Accepted
Chad Johnson,56+,South Asian,1.6,80.7,Rejected
Ana Butler,18-25,Middle Eastern,12.2,95.8,Accepted
Michelle Sparks,56+,East Asian,16.5,75.5,Rejected
Carolyn Jacobs,46-55,African American,3.3,97.3,Accepted
David Contreras,18-25,Middle Eastern,5.7,92.0,Accepted
Kristin Freeman,46-55,South Asian,4.6,87.7,Accepted
Jimmy Branch,36-45,South Asian,6.6,92.6,Accepted
Seth Cooper,18-25,East Asian,14.4,86.1,Accepted
Theresa Washington,26-35,African American,7.0,87.3,Rejected
Cassidy Mckenzie,26-35,Caucasian,9.4,94.4,Accepted
Raymond Lewis,46-55,Middle Eastern,11.5,76.3,Rejected
Darryl Freeman,56+,African American,13.1,79.4,Rejected
Joshua Davies,46-55,Middle Eastern,18.3,68.1,Rejected
Ms. Kayla Taylor,36-45,East Asian,1.3,87.2,Accepted
Nicole Chapman,18-25,South Asian,11.3,97.6,Accepted
Jeff Porter,46-55,Middle Eastern,6.7,82.8,Rejected
Jaime Sharp,18-25,South Asian,7.7,94.2,Accepted
Aaron Kelly,26-35,Hispanic,12.0,98.4,Accepted
Mrs. Janet Santiago MD,26-35,Caucasian,6.8,92.1,Accepted
Colin Hunt,46-55,East Asian,1.1,88.8,Accepted
Taylor Rivas,46-55,Caucasian,15.8,83.6,Accepted
Emily Wu,36-45,Middle Eastern,13.4,96.6,Accepted
John Gregory Jr.,36-45,African American,4.9,87.2,Rejected
Michael Watts,56+,South Asian,10.3,71.2,Rejected
Denise Woods,26-35,East Asian,19.2,78.5,Rejected
Angela Ruiz,46-55,Caucasian,11.8,88.6,Accepted
Rita Perkins,46-55,East Asian,8.7,88.2,Accepted
Jessica Lee,26-35,Caucasian,15.5,89.8,Accepted
Janet Fox,46-55,Hispanic,11.7,72.6,Rejected
Leah Dunn,18-25,South Asian,15.7,94.2,Accepted
Carl Trujillo,36-45,African American,5.3,74.4,Rejected
Steven Porter,56+,South Asian,4.9,70.0,Rejected
Kristen Martin,26-35,Caucasian,1.9,74.5,Rejected
Nancy Walton,46-55,African American,2.4,88.4,Rejected
Nicholas Patel,46-55,East Asian,17.0,82.1,Rejected
Pamela Ali,26-35,Caucasian,12.2,94.6,Accepted
Jesse Mcdowell,26-35,Middle Eastern,19.5,67.9,Rejected
Taylor Conner,36-45,Caucasian,5.2,91.7,Accepted
Matthew Watson,26-35,East Asian,16.4,90.1,Accepted
Lauren Reyes,46-55,African American,11.3,93.4,Accepted
Sandy Williams,18-25,Caucasian,17.0,91.7,Accepted
Jason Porter,36-45,Caucasian,16.1,97.7,Accepted
Colin Kelly,26-35,Caucasian,2.7,89.9,Accepted
Anthony Walker,36-45,African American,12.9,98.9,Accepted
Brian Baker,46-55,Caucasian,12.7,91.7,Accepted
Jamie Harmon,18-25,Middle Eastern,2.9,84.6,Rejected
Christopher Bean,36-45,South Asian,10.5,75.3,Rejected
Benjamin Graham,18-25,Caucasian,4.2,93.8,Accepted
Kimberly Washington,56+,Middle Eastern,13.1,95.9,Accepted
Lisa Phillips,56+,South Asian,14.5,82.4,Rejected
Kimberly Morgan,26-35,East Asian,11.1,78.5,Rejected
Keith Smith,46-55,East Asian,15.2,78.3,Rejected
Shawn Edwards,18-25,South Asian,10.0,96.7,Accepted
Cassandra Chavez,36-45,Caucasian,6.1,82.6,Accepted
Andrew Jennings,36-45,East Asian,2.4,68.9,Rejected
April Perez,26-35,South Asian,14.2,97.0,Accepted
Edward Brewer,18-25,East Asian,3.0,75.5,Rejected
Rhonda Hernandez,18-25,Caucasian,1.9,71.6,Rejected
Lindsey Ward,18-25,South Asian,4.4,69.1,Rejected
Franklin Mercado,26-35,African American,9.4,78.9,Rejected
William Dixon,56+,African American,14.4,92.2,Accepted
Austin Stephens,18-25,African American,7.3,81.6,Rejected
Mr. Eric Le,26-35,Hispanic,6.8,82.6,Rejected
Tonya White,56+,Middle Eastern,7.4,73.3,Rejected
Gail Taylor,36-45,South Asian,13.7,82.5,Accepted
Edgar Lin,36-45,Middle Eastern,9.8,97.1,Accepted
Colin Hanson,36-45,Middle Eastern,15.4,81.5,Rejected
Thomas Powers,18-25,Hispanic,6.5,98.1,Accepted
Susan Gallagher,18-25,East Asian,15.7,66.8,Rejected
Joanna Lamb,46-55,Hispanic,19.6,83.8,Rejected
Kevin Leblanc,18-25,Hispanic,6.8,79.0,Rejected
Darrell Hays,46-55,South Asian,6.1,74.7,Rejected
Jasmine Hall,36-45,Middle Eastern,17.0,69.2,Rejected
Tyler Green DVM,46-55,African American,15.2,75.5,Rejected
Dave Higgins,26-35,South Asian,1.1,74.2,Rejected
Daniel Ross,36-45,South Asian,13.5,77.2,Rejected
Phyllis Castillo,36-45,Caucasian,15.6,83.7,Accepted
Kevin Davis,18-25,African American,2.3,96.3,Accepted
Nicole Elliott,36-45,East Asian,17.5,65.2,Rejected
Alexandria Christensen,56+,South Asian,6.0,82.1,Rejected
Douglas Martinez,46-55,Caucasian,18.7,65.0,Rejected
Rebecca Smith,36-45,South Asian,17.1,95.3,Accepted
Michael Huffman,56+,Hispanic,3.2,73.5,Rejected
Ashley Montgomery,18-25,Caucasian,19.6,84.4,Accepted
Andrew Hernandez,56+,South Asian,8.8,74.6,Rejected
Heidi Sparks,36-45,Hispanic,9.4,84.3,Rejected
Alexander Perez,56+,South Asian,5.3,82.7,Rejected
Amanda Wagner,18-25,East Asian,10.1,75.3,Rejected
Maureen Dickerson,26-35,South Asian,5.6,72.6,Rejected
Tiffany Valenzuela,36-45,South Asian,4.0,93.2,Accepted
Valerie Montgomery,46-55,Caucasian,10.7,95.3,Accepted
Jason Hinton,46-55,South Asian,5.8,71.6,Rejected
James Becker,36-45,Caucasian,9.4,90.8,Accepted
Ryan Hall,56+,Caucasian,9.7,72.5,Rejected
Bill Brock,18-25,Middle Eastern,10.9,86.2,Rejected
Antonio Hernandez,18-25,Caucasian,4.2,91.0,Accepted
Morgan Blevins,46-55,East Asian,16.1,97.6,Accepted
David Hamilton,56+,East Asian,11.4,88.3,Accepted
Jennifer Byrd,56+,Caucasian,2.6,70.7,Rejected
Daniel Carter,18-25,African American,6.0,95.7,Accepted
Kimberly Mathis,56+,Middle Eastern,19.6,73.6,Rejected
Nicole Becker,26-35,Caucasian,3.3,66.8,Rejected
Joanna Zimmerman,46-55,Middle Eastern,5.8,93.6,Accepted
Misty Carter,56+,East Asian,15.8,73.7,Rejected
Adrian Pittman,36-45,Hispanic,8.1,70.5,Rejected
Nicholas Frye MD,56+,Middle Eastern,8.1,75.5,Rejected
Albert Shepard,26-35,East Asian,7.1,97.2,Accepted
Gary Martinez,18-25,African American,10.8,98.1,Accepted
Jennifer Romero,36-45,East Asian,8.0,66.1,Rejected
Laura Taylor,18-25,Hispanic,9.9,85.8,Rejected
Jonathan Elliott,18-25,Caucasian,10.8,95.1,Accepted
Daniel Ellis,56+,African American,2.4,65.3,Rejected
Timothy Zhang,36-45,Middle Eastern,11.4,87.7,Rejected
Lisa Hughes,18-25,Middle Eastern,3.6,85.1,Rejected
Katherine Alexander,46-55,Hispanic,10.1,76.7,Rejected
Alec Lozano,36-45,Hispanic,6.0,86.1,Rejected
Amanda Wright,36-45,Caucasian,7.2,94.7,Accepted
David Willis,18-25,Caucasian,1.8,69.2,Rejected
Christopher Robertson,56+,South Asian,3.2,79.8,Rejected
Emily Erickson,26-35,Middle Eastern,11.1,71.6,Rejected
Samuel West,26-35,East Asian,4.8,72.7,Rejected
Roy Ellis,18-25,African American,16.3,70.1,Rejected
Haley Mcdowell,56+,East Asian,7.5,79.8,Rejected
Shane Hanson,36-45,Caucasian,1.5,77.3,Rejected
Rachel Vance,18-25,South Asian,13.6,80.6,Accepted
Brandon Dalton,26-35,Caucasian,18.1,77.2,Rejected
Jennifer Barnes,36-45,African American,16.6,93.4,Accepted
Megan Roberts,36-45,Middle Eastern,13.1,69.5,Rejected
Jeffrey Bailey,56+,Caucasian,8.5,98.4,Accepted
Jimmy Vasquez,26-35,Hispanic,4.7,81.7,Rejected
Kevin Schaefer,18-25,Middle Eastern,6.8,73.2,Rejected
Candice Rodriguez,36-45,Hispanic,12.1,93.5,Accepted
Cody Mcmillan,18-25,East Asian,9.0,89.0,Accepted
Thomas Thompson,46-55,South Asian,3.7,91.8,Accepted
Andrea Pierce,36-45,Caucasian,7.3,87.7,Accepted
Joshua Scott,36-45,Caucasian,16.5,97.8,Accepted
Grace Oneal,18-25,Caucasian,4.7,78.5,Rejected
Steven Gonzales,26-35,South Asian,11.5,87.2,Accepted
Kevin Harris,26-35,Hispanic,10.4,81.8,Rejected
Jermaine Barron,18-25,Caucasian,10.8,68.9,Rejected
Julie Garcia,26-35,Hispanic,3.4,84.3,Rejected
Miguel Middleton,46-55,Middle Eastern,7.6,85.4,Rejected
Diana Ortiz,18-25,Caucasian,13.0,71.0,Rejected
Alyssa Tran,56+,Hispanic,6.9,94.6,Accepted
Christopher Becker,36-45,South Asian,11.6,82.2,Accepted
Diana Walker,36-45,Hispanic,18.0,96.3,Accepted
Paul Stevenson,56+,African American,13.2,75.1,Rejected
Ricky Williams,18-25,East Asian,9.8,98.5,Accepted
Courtney Garcia,46-55,South Asian,18.5,69.5,Rejected
Scott Phillips,36-45,African American,18.7,73.3,Rejected
Brianna Orr,26-35,Hispanic,16.9,96.9,Accepted
Julie Fernandez,26-35,Caucasian,10.0,79.7,Rejected
Dana Santiago,56+,Caucasian,1.2,91.6,Accepted
Julie Wheeler,46-55,African American,6.2,85.3,Rejected
Cheryl Chen,56+,South Asian,18.5,67.7,Rejected
Dustin Malone,56+,Caucasian,3.9,98.9,Accepted
Jason Wade,36-45,Middle Eastern,14.7,87.3,Rejected
Paul Thomas,46-55,African American,11.3,73.2,Rejected
Brittany Sanchez,26-35,South Asian,9.8,86.4,Accepted
Nicole Sims,18-25,East Asian,17.4,71.4,Rejected
Anthony Ellis,36-45,South Asian,11.1,90.4,Accepted
Lori Rice,36-45,South Asian,6.8,82.9,Accepted
Kimberly Riggs,36-45,Middle Eastern,5.9,71.8,Rejected
Robert Wilkerson,26-35,Caucasian,11.0,96.0,Accepted
Kevin Jones,46-55,Caucasian,7.0,97.1,Accepted
Carrie Johnson,18-25,Caucasian,3.9,80.2,Accepted
Ashley Monroe,36-45,South Asian,7.2,67.8,Rejected
Yolanda Rios PhD,18-25,Caucasian,19.8,93.0,Accepted
Thomas Rodriguez,36-45,Caucasian,8.9,72.2,Rejected
Bryan Mack,46-55,African American,6.7,86.7,Rejected
Stephen Guerrero,26-35,East Asian,1.1,93.4,Accepted
Jeffrey Jordan,46-55,Caucasian,4.0,66.6,Rejected
Christina Yates,36-45,South Asian,1.5,80.0,Accepted
Bonnie Gilbert,18-25,Caucasian,7.9,98.0,Accepted
Marvin Rivera,56+,East Asian,12.2,93.4,Accepted
Alison Allison,36-45,Caucasian,15.0,74.5,Rejected
Ryan Keller,18-25,South Asian,14.2,67.7,Rejected
Christopher Juarez,56+,Caucasian,16.0,94.2,Accepted
Dr. Christine Braun,26-35,Caucasian,10.2,77.2,Rejected
Gloria Lee,18-25,East Asian,10.2,69.1,Rejected
Lynn King,18-25,Middle Eastern,12.9,79.4,Rejected
Paige White,26-35,East Asian,9.2,82.5,Accepted
Laura Mitchell,36-45,East Asian,3.5,74.8,Rejected
Wesley Dean,36-45,South Asian,19.2,89.6,Accepted
Jennifer Gray DDS,46-55,South Asian,2.6,69.8,Rejected
Keith Wiggins,26-35,Middle Eastern,14.8,70.2,Rejected
Thomas Burton,18-25,African American,7.2,75.2,Rejected
Terri Carr,56+,Hispanic,18.3,71.0,Rejected
Tammy White,46-55,African American,9.5,68.0,Rejected
Robert Lewis,18-25,Hispanic,9.2,85.2,Rejected
Michelle Hernandez,36-45,Hispanic,12.8,70.3,Rejected
Suzanne Robles,26-35,African American,11.9,95.7,Accepted
Jacob Cameron,56+,South Asian,8.6,80.9,Rejected
Rebekah Green,26-35,Middle Eastern,8.5,85.7,Rejected
Megan Clayton,26-35,East Asian,15.9,94.5,Accepted
Eric Ellis,56+,African American,1.6,65.7,Rejected
Janet Bailey,18-25,Caucasian,3.6,96.9,Accepted
Nathan Rogers,46-55,Hispanic,12.3,76.0,Rejected
Bradley Mendoza,56+,Hispanic,16.9,66.1,Rejected
Shawn Salinas,18-25,East Asian,16.2,96.5,Accepted
Heather Rosales,56+,Hispanic,13.9,91.2,Accepted
Daniel Lucas,26-35,Middle Eastern,18.0,92.7,Accepted
Tyler Ryan,18-25,South Asian,11.6,72.7,Rejected
Paul Rodgers,26-35,African American,12.0,84.5,Rejected
Kevin Perkins,18-25,East Asian,19.8,94.7,Accepted
Latoya Berg,18-25,African American,5.1,78.5,Rejected
Shannon Tucker,26-35,South Asian,16.0,90.8,Accepted
Sherri Steele,36-45,Caucasian,1.3,71.3,Rejected
Jeffrey Golden,26-35,East Asian,3.8,95.6,Accepted
Brandon Santiago,18-25,East Asian,7.6,87.7,Accepted
Robert Huffman,56+,East Asian,18.8,86.7,Accepted
Rebecca Lopez,26-35,East Asian,17.1,90.9,Accepted
Candace Case,36-45,South Asian,16.8,91.0,Accepted
Veronica Erickson,56+,African American,18.0,95.4,Accepted
Angela Miller,46-55,African American,4.8,81.7,Rejected
Lindsey Mullen,18-25,East Asian,12.3,78.3,Rejected
Scott Cruz,56+,Caucasian,7.7,82.7,Rejected
Christy Waters,26-35,African American,18.8,89.2,Accepted
Christopher Robinson,56+,Middle Eastern,17.7,91.7,Accepted
Holly Johnson,36-45,South Asian,3.0,73.1,Rejected
Jerry Rogers DDS,26-35,African American,11.5,85.7,Rejected
Amy Foster,26-35,African American,5.8,84.2,Rejected
Jodi Leonard,26-35,African American,4.3,91.7,Accepted
Patricia Thompson,26-35,Hispanic,2.7,92.8,Accepted
Mrs. Angela Thompson,18-25,Caucasian,2.4,85.2,Accepted
Amanda Joseph,56+,African American,11.3,71.5,Rejected
Angela Dawson,36-45,South Asian,1.0,91.2,Accepted
Angela Mullins,36-45,South Asian,8.0,70.5,Rejected
Nicholas Harrison,18-25,East Asian,12.9,96.9,Accepted
Colin Graves,46-55,South Asian,3.2,73.3,Rejected
Cynthia Smith,56+,African American,11.2,66.5,Rejected
Rachel Clark,36-45,Caucasian,15.8,94.4,Accepted
Jamie Spence,56+,Middle Eastern,6.1,71.1,Rejected
Michael Briggs,18-25,Caucasian,8.1,85.2,Accepted
Melissa Stewart,26-35,African American,2.6,77.3,Rejected
Eric Mejia,36-45,Hispanic,16.6,85.0,Rejected
Patrick Lambert,36-45,African American,13.7,72.6,Rejected
Frank Gibson,18-25,Hispanic,12.5,94.4,Accepted
Henry Perry,46-55,Hispanic,3.9,83.3,Rejected
Daniel Neal,36-45,Hispanic,11.3,74.2,Rejected
Margaret Johnson,56+,Middle Eastern,5.5,69.6,Rejected
Daniel Snyder,46-55,Middle Eastern,7.3,96.3,Accepted
Lisa Rice,36-45,African American,5.9,74.9,Rejected
Eric Page,56+,Hispanic,18.0,93.7,Accepted
Stephen Carson,36-45,East Asian,8.7,90.0,Accepted
Arthur Sampson,26-35,Middle Eastern,7.0,70.7,Rejected
Tracy Weber,18-25,East Asian,6.6,76.1,Rejected
Elizabeth Smith,56+,East Asian,6.5,78.1,Rejected
Stephanie Brown DVM,18-25,East Asian,10.7,95.7,Accepted
Wanda Moreno,26-35,Hispanic,1.4,95.6,Accepted
Joe Santos,56+,Middle Eastern,13.9,91.2,Accepted
Bruce Boyer,56+,Middle Eastern,5.9,86.6,Rejected
Brett Gibson,26-35,Middle Eastern,12.3,90.3,Accepted
Donna Prince,18-25,Middle Eastern,15.7,92.0,Accepted
Nicole Jenkins,18-25,Middle Eastern,15.2,65.3,Rejected
John Cooper,26-35,Caucasian,15.6,83.0,Accepted
Taylor Benitez,46-55,Caucasian,2.4,96.2,Accepted
Erin Jackson,36-45,South Asian,6.7,87.4,Accepted
Patricia Washington,18-25,South Asian,11.7,98.0,Accepted
Melissa Rojas,56+,African American,13.7,81.8,Rejected
Julie Mckee,46-55,Hispanic,9.5,75.3,Rejected
Rebecca Santiago,56+,Hispanic,19.6,87.4,Rejected
Duane Marquez,26-35,Caucasian,17.3,74.2,Rejected
Daniel Lawson,46-55,East Asian,3.0,88.8,Accepted
Michelle Schmidt,26-35,Caucasian,15.8,76.9,Rejected
Christopher Dean,46-55,East Asian,18.1,95.5,Accepted
Shannon Adams,56+,East Asian,12.0,91.9,Accepted
Jillian Aguirre,18-25,Caucasian,1.8,80.5,Accepted
Nancy Holland,56+,South Asian,1.8,95.1,Accepted
Linda Hill,56+,Hispanic,19.5,71.9,Rejected
Tiffany Lee,18-25,Caucasian,9.1,67.6,Rejected
David Gray,56+,African American,12.1,75.4,Rejected
Edward Jones,46-55,Hispanic,17.9,95.1,Accepted
Michael Bailey,18-25,Middle Eastern,9.9,86.6,Rejected
Kristine Hopkins,46-55,East Asian,14.9,85.0,Accepted
Tyler Brady,46-55,Hispanic,5.0,70.6,Rejected
Samantha Thompson,18-25,Hispanic,15.2,78.9,Rejected
Diane Zamora,36-45,African American,17.4,73.3,Rejected
Kristin Woods,36-45,South Asian,2.0,72.7,Rejected
Catherine Leon,46-55,Hispanic,2.7,68.8,Rejected
Julia Edwards,56+,Caucasian,5.4,67.2,Rejected
Kayla Baker,18-25,African American,16.0,89.5,Accepted
Kevin Miller,36-45,African American,7.1,92.0,Accepted
Dawn Harvey,26-35,Caucasian,3.8,65.4,Rejected
Nicholas Bolton,36-45,South Asian,19.8,84.1,Accepted
Nicholas Williams,36-45,East Asian,16.3,89.2,Accepted
Laura Cain,18-25,Hispanic,16.0,72.8,Rejected
Kenneth Young,18-25,African American,19.9,97.5,Accepted
Dawn Lozano,46-55,Caucasian,10.0,67.1,Rejected
Mark Richards,26-35,Caucasian,17.7,73.4,Rejected
Anthony Singleton,56+,African American,15.9,88.1,Rejected
Rebecca Rojas,18-25,Middle Eastern,7.8,81.3,Rejected
William Kelley,18-25,African American,7.2,97.9,Accepted
Mark Henderson,56+,African American,9.9,65.2,Rejected
Katelyn Brown,36-45,East Asian,12.2,73.5,Rejected
Thomas Parker,26-35,Hispanic,11.2,88.0,Accepted
Gabriel Potts,36-45,Middle Eastern,11.7,73.4,Rejected
Kristie Griffin,46-55,Caucasian,13.0,74.2,Rejected
Kenneth Hanson MD,18-25,Hispanic,19.3,95.3,Accepted
Megan Maldonado,56+,East Asian,1.2,95.3,Accepted
Timothy Obrien,18-25,Middle Eastern,9.3,72.1,Rejected
Jessica Jensen,26-35,Middle Eastern,19.4,88.6,Accepted
Carol Pace,36-45,Middle Eastern,17.6,83.4,Rejected
Austin Herrera,56+,East Asian,5.9,84.8,Accepted
Audrey Pruitt,36-45,African American,15.7,68.8,Rejected
